name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Erlangen, Bayern, Deutschland",2022-12-19,1.6,-4.6,-1.3,-2.2,-10.5,-6.3,-4.1,81.5,0.143,100,12.5,"rain,freezingrain,snow",0.8,3.3,27.7,22.2,130.9,1028.7,95.2,13,18,1.5,1,10,2022-12-19T08:08:57,2022-12-19T16:17:12,0.91,"Snow, Rain, Freezing Drizzle/Freezing Rain, Overcast",Cloudy skies throughout the day with morning rain or snow.,snow,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-20,4.4,-0.2,2.7,1.4,-4.1,-0.7,-0.3,81.5,0.031,100,16.67,"rain,snow",0,2.1,19.1,16,127.5,1021.8,90.3,17.4,19.1,1.6,1,10,2022-12-20T08:09:33,2022-12-20T16:17:36,0.95,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-21,8.1,2.5,5.7,6.7,-0.8,3.2,5.1,96.3,11.197,100,87.5,rain,0,0.8,16.6,14.3,137.4,1015.8,99,12,9.4,1,1,10,2022-12-21T08:10:06,2022-12-21T16:18:03,0.98,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-22,10.4,6.4,8.2,10.4,3.8,5.8,6.9,92,4.528,100,79.17,rain,0,0.5,50.4,25,192.9,1010,98.4,22.7,12.9,1.2,1,10,2022-12-22T08:10:36,2022-12-22T16:18:34,1,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-23,11.8,7.3,9.1,11.8,5.4,8.3,8.6,96.4,16.366,100,91.67,rain,0,0,45,20.1,199.6,1007.4,97.8,18.7,12,1,1,10,2022-12-23T08:11:03,2022-12-23T16:19:07,0,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-24,11.3,6.6,8.9,11.3,4.8,7.7,6.5,85.3,0.533,100,29.17,rain,0,0,37.1,19.5,224.4,1015.2,81.9,34.6,24.9,2,1,10,2022-12-24T08:11:27,2022-12-24T16:19:44,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-25,11.1,4.5,7.9,11.1,2,6.2,6.3,90.5,0.166,100,16.67,rain,0,0,29.2,17.9,127.1,1017.9,93.2,30.5,28.4,2.5,2,10,2022-12-25T08:11:48,2022-12-25T16:20:23,0.03,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-26,9.9,6.8,9,8.7,3.5,7,6.9,86.9,5.703,100,58.33,rain,0,0,40.3,23.4,200.5,1017.8,98.3,25.7,8.3,0.7,1,10,2022-12-26T08:12:06,2022-12-26T16:21:05,0.07,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-27,6.5,-1.1,2.9,3.4,-5.1,-0.5,0.1,82.5,0.528,100,8.33,rain,0,0,46.4,30.9,236.2,1028.3,20.3,35.5,41.2,3.6,4,10,2022-12-27T08:12:21,2022-12-27T16:21:50,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-28,8.1,-1.6,3.9,5.5,-6.1,0.6,1.1,82.7,0.001,100,4.17,rain,0,0,27.7,18.2,152.5,1021.2,80.5,28.3,27.6,2.3,1,10,2022-12-28T08:12:33,2022-12-28T16:22:38,0.16,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-29,11,6.5,8.5,11,3.2,6.6,4.3,75.3,1.373,100,41.67,rain,0,0,33.5,23.2,175.6,1012.6,96.4,23.9,26.9,2.2,1,10,2022-12-29T08:12:42,2022-12-29T16:23:29,0.22,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-30,9,4.1,6.5,6.5,2,3.8,4.9,89.4,2.394,100,41.67,rain,0,0,33.8,25.4,158.9,1015.9,65.7,28.1,23,2,2,10,2022-12-30T08:12:47,2022-12-30T16:24:22,0.27,"Rain, Partially cloudy",Becoming cloudy in the afternoon with rain.,rain,"00282,01279,03667,03975,03668,E4327,01721"
"Erlangen, Bayern, Deutschland",2022-12-31,15.6,9.2,11.7,15.6,7.3,11.4,9.7,87.6,0.3,100,4.17,rain,0,0,28.8,16.1,179.5,1017.3,82.6,24.7,38.5,3.5,2,10,2022-12-31T08:12:50,2022-12-31T16:25:18,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"00282,01279,03667,03975,03668,remote,01721"
