day,cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,weighted_mean,max
150,4.5517935157640945e-08,0.0007146027709368225,1.749659559490881e-07,6.777497760688897e-09,1.9447995789174262e-08,0.9992851505196786,1.3252238364310685e-81,4.997140803425718,5
151,2.4286297641117996e-07,0.0003768164169970532,1.2411461818077424e-10,2.6588270035544494e-10,4.05720264116262e-06,0.999618883127388,3.666148854544157e-99,4.998487461910379,5
152,1.1574773260471268e-07,0.0001652963611186755,2.2213570450170307e-15,4.6113076923045587e-11,9.268778585595908e-08,0.9998344951572475,1.1950703050393774e-118,4.9993381430368435,5
153,2.515436818039678e-10,0.9997575649584474,2.2359648954356904e-05,1.8986760359919475e-06,5.692948372309798e-23,0.00021817646501861543,1.6777013245014994e-117,1.0008988626095572,1
154,1.3900262460431866e-08,0.0018991736969251783,6.560047333235441e-14,4.016325860219417e-13,5.430845783118255e-09,0.9981008069714994,3.7205756385466356e-119,4.992403230279141,5
155,2.972452705266491e-09,0.07846503292004624,5.0190929730507395e-08,5.2796603696038815e-11,2.4839596207883905e-09,0.921534911379815,7.475619834517248e-105,4.686139700295209,5
156,2.7840323426725372e-08,0.008241863994923531,0.048245131248998575,2.169043049373179e-06,2.1339974466058835e-14,0.9435108078726837,2.4125483543389398e-52,4.822292672985573,5
157,0.007533000554866826,4.3612504610622325e-05,0.9924083080571184,1.5078883404138509e-05,3.990600836247914e-18,0.0,1.614406563539587e-27,1.9849054652690599,2
158,6.556131643553506e-08,0.0006784190131412568,6.927370672576456e-07,1.311756144120508e-10,1.9970305613857576e-09,0.9993208205602688,3.3657809728226416e-73,4.997283915670269,5
159,2.176064798759273e-09,2.0040792237981638e-14,0.9999999901543383,7.669576878276013e-09,7.246323982759308e-41,0.0,5.756745442526539e-40,2.000000003317427,2
160,1.908844802823399e-10,5.455489940102656e-12,5.933059045163688e-05,1.2219433390153974e-38,8.274399422188122e-23,0.9999406692132083,1.0817939282662472e-110,4.9998220072524004,5
161,5.159839298567567e-08,2.598763170784852e-07,3.649144073416163e-12,7.892157376008493e-22,1.0274616891978408e-05,0.9999894139047488,1.7369771028151175e-139,4.999988427874927,5
