day,cluster0,cluster1,cluster2,cluster3,cluster4,weighted_mean,max
168,2.691809218038312e-17,2.1637972259461343e-39,1.431772152504158e-25,0.9999993003051776,6.99694822424149e-07,3.0000006996948225,3
169,1.7010496798599105e-19,2.1877821082686387e-36,6.427988858266286e-27,0.9999995380215184,4.61978481695725e-07,3.000000461978482,3
170,3.237631842276513e-19,8.168236169130971e-39,2.8670138651571527e-26,0.9999995264601226,4.7353987741694945e-07,3.0000004735398775,3
171,1.4989605095668652e-17,6.491935783969583e-48,6.630435578245881e-25,0.9999993777681855,6.222318145436089e-07,3.0000006222318145,3
172,1.638066192344206e-17,1.4408329017834448e-77,1.1665642215194749e-21,0.9999984908676577,1.5091323423688031e-06,3.000001509132342,3
173,1.1221592196666144e-09,1.2791605342018387e-104,3.988245522766967e-12,1.3446896781989456e-09,0.9999999975291629,3.999999994158697,4
174,3.3262750983612175e-17,1.6478155922219793e-43,2.025653050783657e-21,0.9999993988459257,6.011540743236408e-07,3.000000601154074,3
175,1.722791622655299e-14,1.4198021265266006e-51,1.670521826662572e-19,0.999999514006084,4.859938988842761e-07,3.000000485993848,3
176,8.979057182336651e-17,2.2928614732476642e-52,5.526710396174485e-22,0.9999994843489831,5.156510169368179e-07,3.000000515651017,3
177,2.3032878608434347e-23,0.9402101979451704,4.413237182896955e-40,0.0597897921470351,9.907794564726268e-09,1.119579614017454,1
178,4.820653139302838e-27,0.9999998744990156,6.966414005887659e-34,1.2549895152416806e-07,2.0329422794584568e-12,1.0000002510040018,1
179,5.542079343139257e-23,0.9999999999977888,1.2368988397568066e-30,3.258863026868223e-41,2.211196014146791e-12,1.0000000000066336,1
180,3.059495181045354e-17,2.027311670903223e-06,2.6839426494470897e-34,0.9999976554751336,3.1721319537863523e-07,2.9999962625898533,3
181,6.0348466702709965e-18,9.275538580613535e-52,4.774400689385634e-24,0.999999303749328,6.962506719498641e-07,3.000000696250672,3
182,2.995583548461389e-23,0.999796904588976,2.5489860036984795e-48,0.0002030952456014266,1.6542254677618014e-10,1.0004061909874704,1
183,2.5062302987619474e-18,3.125086453110753e-24,4.397616095140796e-29,0.9999996596560969,3.403439031109208e-07,3.0000003403439033,3
184,6.061777075909888e-21,2.0417671764723648e-46,7.007075154560507e-27,0.9999994703647557,5.296352442882066e-07,3.000000529635244,3
185,1.2436883546781616e-17,8.813072494385506e-57,4.2099137703941085e-24,0.9999992622018701,7.377981299508248e-07,3.00000073779813,3
186,2.4689048433342135e-13,7.729563528056786e-72,1.312373656554443e-15,2.5494828142180157e-34,0.9999999999997519,3.99999999999901,4
187,4.391757329489289e-20,2.546251062080455e-87,8.398118500255092e-21,0.9999980004112196,1.9995887803677845e-06,3.00000199958878,3
188,8.047369035600022e-14,7.556340664148851e-37,2.9441058110767574e-18,1.4503896081704913e-23,0.9999999999999194,3.9999999999996776,4
189,1.4441862254916164e-18,8.821073184783355e-46,2.30633420802403e-24,0.9999991601074044,8.398925956494712e-07,3.000000839892596,3
